Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Type
Q13112	CAF1B_HUMAN	reviewed	Chromatin assembly factor 1 subunit B (CAF-1 subunit B) (Chromatin assembly factor I p60 subunit) (CAF-I 60 kDa subunit) (CAF-I p60) (M-phase phosphoprotein 7)	CHAF1B CAF1A CAF1P60 MPHOSPH7 MPP7	Homo sapiens (Human)	559	TF_cofactors
Q13363	CTBP1_HUMAN	reviewed	C-terminal-binding protein 1 (CtBP1) (EC 1.1.1.-)	CTBP1 CTBP	Homo sapiens (Human)	440	TF_cofactors
Q9NRY4	RHG35_HUMAN	reviewed	Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1) (Glucocorticoid receptor repression factor 1) (GRF-1) (Rho GAP p190A) (p190-A)	ARHGAP35 GRF1 GRLF1 KIAA1722 P190A p190ARHOGAP	Homo sapiens (Human)	1499	TF_cofactors
P55345	ANM2_HUMAN	reviewed	Protein arginine N-methyltransferase 2 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT2)	PRMT2 HMT1 HRMT1L1	Homo sapiens (Human)	433	TF_cofactors
Q6P2C8	MED27_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (CRSP complex subunit 8) (Mediator complex subunit 27) (P37 TRAP/SMCC/PC2 subunit) (Transcriptional coactivator CRSP34)	MED27 CRSP34 CRSP8	Homo sapiens (Human)	311	TF_cofactors
Q15424	SAFB1_HUMAN	reviewed	Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein)	SAFB HAP HET SAFB1	Homo sapiens (Human)	915	TF_cofactors
Q6P1K2	PMF1_HUMAN	reviewed	Polyamine-modulated factor 1 (PMF-1)	PMF1	Homo sapiens (Human)	205	TF_cofactors
Q96HA7	TONSL_HUMAN	reviewed	Tonsoku-like protein (Inhibitor of kappa B-related protein) (I-kappa-B-related protein) (IkappaBR) (NF-kappa-B inhibitor-like protein 2) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 2)	TONSL IKBR NFKBIL2	Homo sapiens (Human)	1378	TF_cofactors
Q92585	MAML1_HUMAN	reviewed	Mastermind-like protein 1 (Mam-1)	MAML1 KIAA0200	Homo sapiens (Human)	1016	TF_cofactors
Q01130	SRSF2_HUMAN	reviewed	Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)	SRSF2 SFRS2	Homo sapiens (Human)	221	TF_cofactors
Q9Y6J9	TAF6L_HUMAN	reviewed	TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L (PCAF-associated factor 65-alpha) (PAF65-alpha)	TAF6L PAF65A	Homo sapiens (Human)	622	TF_cofactors
P56705	WNT4_HUMAN	reviewed	Protein Wnt-4	WNT4 UNQ426/PRO864	Homo sapiens (Human)	351	TF_cofactors
P19447	ERCC3_HUMAN	reviewed	General transcription and DNA repair factor IIH helicase subunit XPB (TFIIH subunit XPB) (EC 3.6.4.12) (Basic transcription factor 2 89 kDa subunit) (BTF2 p89) (DNA excision repair protein ERCC-3) (DNA repair protein complementing XP-B cells) (TFIIH basal transcription factor complex 89 kDa subunit) (TFIIH 89 kDa subunit) (TFIIH p89) (Xeroderma pigmentosum group B-complementing protein)	ERCC3 XPB XPBC	Homo sapiens (Human)	782	TF_cofactors
Q96AQ6	PBIP1_HUMAN	reviewed	Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein)	PBXIP1 HPIP	Homo sapiens (Human)	731	TF_cofactors
Q86Z02	HIPK1_HUMAN	reviewed	Homeodomain-interacting protein kinase 1 (EC 2.7.11.1) (Nuclear body-associated kinase 2)	HIPK1 KIAA0630 MYAK NBAK2	Homo sapiens (Human)	1210	TF_cofactors
P41218	MNDA_HUMAN	reviewed	Myeloid cell nuclear differentiation antigen	MNDA	Homo sapiens (Human)	407	TF_cofactors
Q16666	IF16_HUMAN	reviewed	Gamma-interferon-inducible protein 16 (Ifi-16) (Interferon-inducible myeloid differentiation transcriptional activator)	IFI16 IFNGIP1	Homo sapiens (Human)	785	TF_cofactors
Q8N488	RYBP_HUMAN	reviewed	RING1 and YY1-binding protein (Apoptin-associating protein 1) (APAP-1) (Death effector domain-associated factor) (DED-associated factor) (YY1 and E4TF1-associated factor 1)	RYBP DEDAF YEAF1	Homo sapiens (Human)	228	TF_cofactors
Q8TAD8	SNIP1_HUMAN	reviewed	Smad nuclear-interacting protein 1 (FHA domain-containing protein SNIP1)	SNIP1	Homo sapiens (Human)	396	TF_cofactors
Q9UHJ3	SMBT1_HUMAN	reviewed	Scm-like with four MBT domains protein 1 (hSFMBT) (Renal ubiquitous protein 1)	SFMBT1 RU1	Homo sapiens (Human)	866	TF_cofactors
Q99967	CITE2_HUMAN	reviewed	Cbp/p300-interacting transactivator 2 (MSG-related protein 1) (MRG-1) (P35srj)	CITED2 MRG1	Homo sapiens (Human)	270	TF_cofactors
Q8NI17	IL31R_HUMAN	reviewed	Interleukin-31 receptor subunit alpha (IL-31 receptor subunit alpha) (IL-31R subunit alpha) (IL-31R-alpha) (IL-31RA) (Cytokine receptor-like 3) (GLM-R) (hGLM-R) (Gp130-like monocyte receptor) (Gp130-like receptor) (ZcytoR17)	IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384	Homo sapiens (Human)	732	TF_cofactors
O95997	PTTG1_HUMAN	reviewed	Securin (Esp1-associated protein) (Pituitary tumor-transforming gene 1 protein) (Tumor-transforming protein 1) (hPTTG)	PTTG1 EAP1 PTTG TUTR1	Homo sapiens (Human)	202	TF_cofactors
P28328	PEX2_HUMAN	reviewed	Peroxisome biogenesis factor 2 (35 kDa peroxisomal membrane protein) (Peroxin-2) (Peroxisomal membrane protein 3) (Peroxisome assembly factor 1) (PAF-1) (RING finger protein 72)	PEX2 PAF1 PMP3 PMP35 PXMP3 RNF72	Homo sapiens (Human)	305	TF_cofactors
O60216	RAD21_HUMAN	reviewed	Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog)	RAD21 HR21 KIAA0078 NXP1 SCC1	Homo sapiens (Human)	631	TF_cofactors
Q96HR3	MED30_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 30 (Mediator complex subunit 30) (TRAP/Mediator complex component TRAP25) (Thyroid hormone receptor-associated protein 6) (Thyroid hormone receptor-associated protein complex 25 kDa component) (Trap25)	MED30 THRAP6 TRAP25	Homo sapiens (Human)	178	TF_cofactors
O75475	PSIP1_HUMAN	reviewed	PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52)	PSIP1 DFS70 LEDGF PSIP2	Homo sapiens (Human)	530	TF_cofactors
P52655	TF2AA_HUMAN	reviewed	Transcription initiation factor IIA subunit 1 (General transcription factor IIA subunit 1) (TFIIAL) (Transcription initiation factor TFIIA 42 kDa subunit) (TFIIA-42) [Cleaved into: Transcription initiation factor IIA alpha chain (TFIIA p35 subunit); Transcription initiation factor IIA beta chain (TFIIA p19 subunit)]	GTF2A1 TF2A1	Homo sapiens (Human)	376	TF_cofactors
O60225	SSX5_HUMAN	reviewed	Protein SSX5	SSX5	Homo sapiens (Human)	188	TF_cofactors
Q99909	SSX3_HUMAN	reviewed	Protein SSX3 (Cancer/testis antigen 5.3) (CT5.3)	SSX3	Homo sapiens (Human)	188	TF_cofactors
Q96L73	NSD1_HUMAN	reviewed	Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific (EC 2.1.1.43) (Androgen receptor coactivator 267 kDa protein) (Androgen receptor-associated protein of 267 kDa) (H3-K36-HMTase) (H4-K20-HMTase) (Lysine N-methyltransferase 3B) (Nuclear receptor-binding SET domain-containing protein 1) (NR-binding SET domain-containing protein)	NSD1 ARA267 KMT3B	Homo sapiens (Human)	2696	TF_cofactors
P17980	PRS6A_HUMAN	reviewed	26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Proteasome subunit P50) (Tat-binding protein 1) (TBP-1)	PSMC3 TBP1	Homo sapiens (Human)	439	TF_cofactors
Q9H5J8	TAF1D_HUMAN	reviewed	TATA box-binding protein-associated factor RNA polymerase I subunit D (RNA polymerase I-specific TBP-associated factor 41 kDa) (TAFI41) (TATA box-binding protein-associated factor 1D) (TBP-associated factor 1D) (Transcription initiation factor SL1/TIF-IB subunit D)	TAF1D JOSD3	Homo sapiens (Human)	278	TF_cofactors
P61201	CSN2_HUMAN	reviewed	COP9 signalosome complex subunit 2 (SGN2) (Signalosome subunit 2) (Alien homolog) (JAB1-containing signalosome subunit 2) (Thyroid receptor-interacting protein 15) (TR-interacting protein 15) (TRIP-15)	COPS2 CSN2 TRIP15	Homo sapiens (Human)	443	TF_cofactors
P61457	PHS_HUMAN	reviewed	Pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Dimerization cofactor of hepatocyte nuclear factor 1-alpha) (DCoH) (Dimerization cofactor of HNF1) (Phenylalanine hydroxylase-stimulating protein) (Pterin carbinolamine dehydratase) (PCD)	PCBD1 DCOH PCBD	Homo sapiens (Human)	104	TF_cofactors
O00213	APBB1_HUMAN	reviewed	Amyloid-beta A4 precursor protein-binding family B member 1 (Protein Fe65)	APBB1 FE65 RIR	Homo sapiens (Human)	710	TF_cofactors
P25800	RBTN1_HUMAN	reviewed	Rhombotin-1 (Cysteine-rich protein TTG-1) (LIM domain only protein 1) (LMO-1) (T-cell translocation protein 1)	LMO1 RBTN1 RHOM1 TTG1	Homo sapiens (Human)	156	TF_cofactors
Q15742	NAB2_HUMAN	reviewed	NGFI-A-binding protein 2 (EGR-1-binding protein 2) (Melanoma-associated delayed early response protein) (Protein MADER)	NAB2 MADER	Homo sapiens (Human)	525	TF_cofactors
P31946	1433B_HUMAN	reviewed	14-3-3 protein beta/alpha (Protein 1054) (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]	YWHAB	Homo sapiens (Human)	246	TF_cofactors
P46108	CRK_HUMAN	reviewed	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	CRK	Homo sapiens (Human)	304	TF_cofactors
P04234	CD3D_HUMAN	reviewed	T-cell surface glycoprotein CD3 delta chain (T-cell receptor T3 delta chain) (CD antigen CD3d)	CD3D T3D	Homo sapiens (Human)	171	TF_cofactors
P35222	CTNB1_HUMAN	reviewed	Catenin beta-1 (Beta-catenin)	CTNNB1 CTNNB OK/SW-cl.35 PRO2286	Homo sapiens (Human)	781	TF_cofactors
Q15637	SF01_HUMAN	reviewed	Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	SF1 ZFM1 ZNF162	Homo sapiens (Human)	639	TF_cofactors
P35226	BMI1_HUMAN	reviewed	Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4) (RING finger protein 51)	BMI1 PCGF4 RNF51	Homo sapiens (Human)	326	TF_cofactors
O43593	HAIR_HUMAN	reviewed	Lysine-specific demethylase hairless (EC 1.14.11.-)	HR	Homo sapiens (Human)	1189	TF_cofactors
Q9H160	ING2_HUMAN	reviewed	Inhibitor of growth protein 2 (Inhibitor of growth 1-like protein) (ING1Lp) (p32) (p33ING2)	ING2 ING1L	Homo sapiens (Human)	280	TF_cofactors
P07550	ADRB2_HUMAN	reviewed	Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor)	ADRB2 ADRB2R B2AR	Homo sapiens (Human)	413	TF_cofactors
Q96ST3	SIN3A_HUMAN	reviewed	Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)	SIN3A	Homo sapiens (Human)	1273	TF_cofactors
Q8WW38	FOG2_HUMAN	reviewed	Zinc finger protein ZFPM2 (Friend of GATA protein 2) (FOG-2) (Friend of GATA 2) (hFOG-2) (Zinc finger protein 89B) (Zinc finger protein multitype 2)	ZFPM2 FOG2 ZNF89B	Homo sapiens (Human)	1151	TF_cofactors
Q8N8G2	VGLL2_HUMAN	reviewed	Transcription cofactor vestigial-like protein 2 (Vgl-2) (Protein VITO1)	VGLL2 VITO1	Homo sapiens (Human)	317	TF_cofactors
Q9UQ80	PA2G4_HUMAN	reviewed	Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1)	PA2G4 EBP1	Homo sapiens (Human)	394	TF_cofactors
P06213	INSR_HUMAN	reviewed	Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta]	INSR	Homo sapiens (Human)	1382	TF_cofactors
P57086	SCND1_HUMAN	reviewed	SCAN domain-containing protein 1	SCAND1 SDP1	Homo sapiens (Human)	179	TF_cofactors
Q9P2D1	CHD7_HUMAN	reviewed	Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7)	CHD7 KIAA1416	Homo sapiens (Human)	2997	TF_cofactors
Q8IXJ9	ASXL1_HUMAN	reviewed	Putative Polycomb group protein ASXL1 (Additional sex combs-like protein 1)	ASXL1 KIAA0978	Homo sapiens (Human)	1541	TF_cofactors
O43660	PLRG1_HUMAN	reviewed	Pleiotropic regulator 1	PLRG1	Homo sapiens (Human)	514	TF_cofactors
Q12830	BPTF_HUMAN	reviewed	Nucleosome-remodeling factor subunit BPTF (Bromodomain and PHD finger-containing transcription factor) (Fetal Alz-50 clone 1 protein) (Fetal Alzheimer antigen)	BPTF FAC1 FALZ	Homo sapiens (Human)	3046	TF_cofactors
Q6VMQ6	MCAF1_HUMAN	reviewed	Activating transcription factor 7-interacting protein 1 (ATF-interacting protein) (ATF-IP) (ATF7-interacting protein) (ATFa-associated modulator) (hAM) (MBD1-containing chromatin-associated factor 1) (P621)	ATF7IP MCAF MCAF1	Homo sapiens (Human)	1270	TF_cofactors
Q15560	TCEA2_HUMAN	reviewed	Transcription elongation factor A protein 2 (Testis-specific S-II) (Transcription elongation factor S-II protein 2) (Transcription elongation factor TFIIS.l)	TCEA2	Homo sapiens (Human)	299	TF_cofactors
Q5T230	UTF1_HUMAN	reviewed	Undifferentiated embryonic cell transcription factor 1	UTF1	Homo sapiens (Human)	341	TF_cofactors
P01574	IFNB_HUMAN	reviewed	Interferon beta (IFN-beta) (Fibroblast interferon)	IFNB1 IFB IFNB	Homo sapiens (Human)	187	TF_cofactors
Q14005	IL16_HUMAN	reviewed	Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)]	IL16	Homo sapiens (Human)	1332	TF_cofactors
Q8N9N5	BANP_HUMAN	reviewed	Protein BANP (BEN domain-containing protein 1) (Btg3-associated nuclear protein) (Scaffold/matrix-associated region-1-binding protein)	BANP BEND1 SMAR1	Homo sapiens (Human)	519	TF_cofactors
P51610	HCFC1_HUMAN	reviewed	Host cell factor 1 (HCF) (HCF-1) (C1 factor) (CFF) (VCAF) (VP16 accessory protein) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6]	HCFC1 HCF1 HFC1	Homo sapiens (Human)	2035	TF_cofactors
Q8N9R8	SCAI_HUMAN	reviewed	Protein SCAI (Suppressor of cancer cell invasion protein)	SCAI C9orf126	Homo sapiens (Human)	606	TF_cofactors
P14923	PLAK_HUMAN	reviewed	Junction plakoglobin (Catenin gamma) (Desmoplakin III) (Desmoplakin-3)	JUP CTNNG DP3	Homo sapiens (Human)	745	TF_cofactors
Q8N0Z2	ABRA_HUMAN	reviewed	Actin-binding Rho-activating protein (Striated muscle activator of Rho-dependent signaling) (STARS)	ABRA	Homo sapiens (Human)	381	TF_cofactors
P56545	CTBP2_HUMAN	reviewed	C-terminal-binding protein 2 (CtBP2)	CTBP2	Homo sapiens (Human)	445	TF_cofactors
Q9Y4K3	TRAF6_HUMAN	reviewed	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (Interleukin-1 signal transducer) (RING finger protein 85) (RING-type E3 ubiquitin transferase TRAF6)	TRAF6 RNF85	Homo sapiens (Human)	522	TF_cofactors
Q9Y2X0	MED16_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16) (Thyroid hormone receptor-associated protein 5) (Thyroid hormone receptor-associated protein complex 95 kDa component) (Trap95) (Vitamin D3 receptor-interacting protein complex 92 kDa component) (DRIP92)	MED16 DRIP92 THRAP5	Homo sapiens (Human)	877	TF_cofactors
Q14919	NC2A_HUMAN	reviewed	Dr1-associated corepressor (Dr1-associated protein 1) (Negative cofactor 2-alpha) (NC2-alpha)	DRAP1	Homo sapiens (Human)	205	TF_cofactors
Q8N6I1	EID2_HUMAN	reviewed	EP300-interacting inhibitor of differentiation 2 (EID-2) (CREBBP/EP300 inhibitor 2) (EID-1-like inhibitor of differentiation 2)	EID2 CRI2	Homo sapiens (Human)	236	TF_cofactors
P80723	BASP1_HUMAN	reviewed	Brain acid soluble protein 1 (22 kDa neuronal tissue-enriched acidic protein) (Neuronal axonal membrane protein NAP-22)	BASP1 NAP22	Homo sapiens (Human)	227	TF_cofactors
Q3L8U1	CHD9_HUMAN	reviewed	Chromodomain-helicase-DNA-binding protein 9 (CHD-9) (EC 3.6.4.12) (ATP-dependent helicase CHD9) (Chromatin-related mesenchymal modulator) (CReMM) (Chromatin-remodeling factor CHROM1) (Kismet homolog 2) (PPAR-alpha-interacting complex protein 320 kDa) (Peroxisomal proliferator-activated receptor A-interacting complex 320 kDa protein)	CHD9 KIAA0308 KISH2 PRIC320 AD-013 x0008	Homo sapiens (Human)	2897	TF_cofactors
Q96IZ0	PAWR_HUMAN	reviewed	PRKC apoptosis WT1 regulator protein (Prostate apoptosis response 4 protein) (Par-4)	PAWR PAR4	Homo sapiens (Human)	340	TF_cofactors
Q6NZI2	CAVN1_HUMAN	reviewed	Caveolae-associated protein 1 (Cavin-1) (Polymerase I and transcript release factor)	CAVIN1 PTRF FKSG13	Homo sapiens (Human)	390	TF_cofactors
Q9BZK7	TBL1R_HUMAN	reviewed	F-box-like/WD repeat-containing protein TBL1XR1 (Nuclear receptor corepressor/HDAC3 complex subunit TBLR1) (TBL1-related protein 1) (Transducin beta-like 1X-related protein 1)	TBL1XR1 IRA1 TBLR1	Homo sapiens (Human)	514	TF_cofactors
Q9NPF5	DMAP1_HUMAN	reviewed	DNA methyltransferase 1-associated protein 1 (DNMAP1) (DNMT1-associated protein 1)	DMAP1 KIAA1425	Homo sapiens (Human)	467	TF_cofactors
Q15303	ERBB4_HUMAN	reviewed	Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)]	ERBB4 HER4	Homo sapiens (Human)	1308	TF_cofactors
P27797	CALR_HUMAN	reviewed	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)	CALR CRTC	Homo sapiens (Human)	417	TF_cofactors
Q9Y5V3	MAGD1_HUMAN	reviewed	Melanoma-associated antigen D1 (MAGE tumor antigen CCF) (MAGE-D1 antigen) (Neurotrophin receptor-interacting MAGE homolog)	MAGED1 NRAGE PP2250 PRO2292	Homo sapiens (Human)	778	TF_cofactors
P33076	C2TA_HUMAN	reviewed	MHC class II transactivator (CIITA) (EC 2.3.1.-) (EC 2.7.11.1)	CIITA MHC2TA	Homo sapiens (Human)	1130	TF_cofactors
Q14140	SRTD2_HUMAN	reviewed	SERTA domain-containing protein 2 (Transcriptional regulator interacting with the PHD-bromodomain 2) (TRIP-Br2)	SERTAD2 KIAA0127 TRIPBR2	Homo sapiens (Human)	314	TF_cofactors
Q96RK1	CITE4_HUMAN	reviewed	Cbp/p300-interacting transactivator 4 (MSG1-related protein 2) (MRG-2)	CITED4 MRG2	Homo sapiens (Human)	184	TF_cofactors
Q9UHX1	PUF60_HUMAN	reviewed	Poly(U)-binding-splicing factor PUF60 (60 kDa poly(U)-binding-splicing factor) (FUSE-binding protein-interacting repressor) (FBP-interacting repressor) (Ro-binding protein 1) (RoBP1) (Siah-binding protein 1) (Siah-BP1)	PUF60 FIR ROBPI SIAHBP1	Homo sapiens (Human)	559	TF_cofactors
O60244	MED14_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 14 (Activator-recruited cofactor 150 kDa component) (ARC150) (Cofactor required for Sp1 transcriptional activation subunit 2) (CRSP complex subunit 2) (Mediator complex subunit 14) (RGR1 homolog) (hRGR1) (Thyroid hormone receptor-associated protein complex 170 kDa component) (Trap170) (Transcriptional coactivator CRSP150) (Vitamin D3 receptor-interacting protein complex 150 kDa component) (DRIP150)	MED14 ARC150 CRSP2 CXorf4 DRIP150 EXLM1 RGR1 TRAP170	Homo sapiens (Human)	1454	TF_cofactors
P48552	NRIP1_HUMAN	reviewed	Nuclear receptor-interacting protein 1 (Nuclear factor RIP140) (Receptor-interacting protein 140)	NRIP1	Homo sapiens (Human)	1158	TF_cofactors
Q86SE9	PCGF5_HUMAN	reviewed	Polycomb group RING finger protein 5 (RING finger protein 159)	PCGF5 RNF159	Homo sapiens (Human)	256	TF_cofactors
P06748	NPM_HUMAN	reviewed	Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)	NPM1 NPM	Homo sapiens (Human)	294	TF_cofactors
P24928	RPB1_HUMAN	reviewed	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48)	POLR2A POLR2	Homo sapiens (Human)	1970	TF_cofactors
O43255	SIAH2_HUMAN	reviewed	E3 ubiquitin-protein ligase SIAH2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SIAH2) (Seven in absentia homolog 2) (Siah-2) (hSiah2)	SIAH2	Homo sapiens (Human)	324	TF_cofactors
Q9UPV9	TRAK1_HUMAN	reviewed	Trafficking kinesin-binding protein 1 (106 kDa O-GlcNAc transferase-interacting protein) (Protein Milton)	TRAK1 KIAA1042 OIP106	Homo sapiens (Human)	953	TF_cofactors
Q01844	EWS_HUMAN	reviewed	RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein)	EWSR1 EWS	Homo sapiens (Human)	656	TF_cofactors
Q6W2J9	BCOR_HUMAN	reviewed	BCL-6 corepressor (BCoR)	BCOR KIAA1575	Homo sapiens (Human)	1755	TF_cofactors
Q86TU7	SETD3_HUMAN	reviewed	Histone-lysine N-methyltransferase setd3 (EC 2.1.1.43) (SET domain-containing protein 3)	SETD3 C14orf154	Homo sapiens (Human)	594	TF_cofactors
Q8IZL2	MAML2_HUMAN	reviewed	Mastermind-like protein 2 (Mam-2)	MAML2 KIAA1819	Homo sapiens (Human)	1156	TF_cofactors
Q93074	MED12_HUMAN	reviewed	Mediator of RNA polymerase II transcription subunit 12 (Activator-recruited cofactor 240 kDa component) (ARC240) (CAG repeat protein 45) (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein)	MED12 ARC240 CAGH45 HOPA KIAA0192 TNRC11 TRAP230	Homo sapiens (Human)	2177	TF_cofactors
Q3KNV8	PCGF3_HUMAN	reviewed	Polycomb group RING finger protein 3 (RING finger protein 3A)	PCGF3 RNF3 RNF3A	Homo sapiens (Human)	242	TF_cofactors
P68036	UB2L3_HUMAN	reviewed	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3)	UBE2L3 UBCE7 UBCH7	Homo sapiens (Human)	154	TF_cofactors
